danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
0.512;0.812;-4.809;0.0617;0.0534;0.0;0.092;0.521;100.02;249500
0.766;0.64;-8.899;0.0345;0.051;0.0;0.237;0.67;100.044;165600
0.56;0.872;-4.269;0.14;0.0239;6.98e-06;0.371;0.682;126.05;205933
0.582;0.529;-7.637;0.0248;0.00961;0.000554;0.113;0.567;166.134;231707
0.512;0.662;-6.797;0.0439;0.0275;0.0;0.118;0.472;180.114;228347
0.577;0.892;-5.121;0.0675;0.016;6.39e-05;0.299;0.454;118.096;214560
0.766;0.442;-8.558;0.356;0.000107;6.12e-05;0.111;0.39;201.8;181573
0.72;0.706;-4.719;0.0473;0.0684;0.0;0.166;0.62;133.002;187436
0.695;0.818;-5.379;0.0334;0.00647;4.87e-06;0.0219;0.916;119.965;182693
0.897;0.662;-6.903;0.292;0.0852;0.0;0.534;0.389;112.511;145543
0.606;0.815;-7.008;0.0412;0.023;0.0;0.11;0.608;163.063;185898
0.601;0.775;-4.612;0.0473;0.269;0.0;0.0883;0.483;119.964;190295
0.687;0.792;-2.749;0.0452;0.191;0.0;0.167;0.671;100.015;214290
0.781;0.768;-5.991;0.0394;0.0119;4.91e-06;0.325;0.486;123.07;213309
0.604;0.668;-5.403;0.0527;0.144;0.0;0.261;0.524;144.955;185579
0.561;0.687;-4.747;0.0378;0.0396;0.0127;0.122;0.473;90.042;209413
0.555;0.772;-5.007;0.0523;0.315;0.0;0.105;0.346;86.921;231213
0.569;0.712;-6.325;0.0316;0.204;0.0;0.116;0.284;81.97;226808
0.692;0.87;-5.322;0.0969;0.0361;0.0;0.219;0.639;98.017;225102
0.262;0.606;-6.646;0.0484;0.247;0.0;0.125;0.275;189.857;252534
0.559;0.82;-3.381;0.0591;0.00606;0.0;0.0958;0.428;126.091;202151
0.755;0.522;-4.368;0.0575;0.533;0.0;0.0685;0.925;89.96;157560
0.8;0.578;-5.144;0.0485;0.00381;0.0;0.359;0.367;143.01;204665
0.816;0.63;-5.729;0.183;0.00639;0.0304;0.173;0.599;101.997;169707
0.861;0.603;-5.788;0.176;0.0521;0.0;0.0924;0.504;98.043;228760
0.828;0.795;-6.188;0.26;0.228;0.0;0.307;0.739;160.099;96064
0.94;0.335;-10.179;0.505;0.17;0.0;0.262;0.707;120.04;209640
0.693;0.46;-7.912;0.226;0.392;0.0;0.157;0.873;78.09;173947
0.665;0.699;-5.265;0.0578;0.423;0.0;0.0969;0.585;124.896;190932
0.748;0.689;-6.221;0.218;0.25;0.0;0.292;0.445;90.035;194645
0.813;0.761;-6.074;0.194;0.159;0.0;0.178;0.853;66.012;197867
0.743;0.87;-2.188;0.212;0.0595;0.0;0.299;0.884;99.079;194184
0.775;0.513;-7.653;0.0613;0.0157;0.0;0.127;0.585;137.032;164004
0.856;0.82;-3.813;0.0962;0.0226;0.0;0.168;0.723;146.009;170959
0.62;0.601;-5.719;0.0562;0.377;0.0;0.275;0.433;129.603;201564
0.499;0.638;-6.145;0.0438;0.129;0.0;0.631;0.253;89.98;239835
0.669;0.574;-6.442;0.0286;0.0175;0.00294;0.146;0.273;120.013;196400
0.702;0.623;-8.245;0.0574;0.0647;0.0;0.0617;0.441;113.023;181364
0.703;0.723;-5.45;0.0412;0.0302;2.06e-06;0.126;0.288;104.969;198903
0.781;0.667;-7.419;0.065;0.463;0.0;0.109;0.712;95.953;258267
0.693;0.575;-6.998;0.0801;0.374;0.0;0.252;0.492;117.999;211362
0.589;0.285;-8.331;0.0341;0.613;0.0;0.104;0.171;57.87;255796
0.842;0.801;-4.167;0.228;0.157;4.82e-06;0.0642;0.617;95.881;212500
0.678;0.729;-4.188;0.137;0.0658;0.0;0.303;0.643;99.895;189173
0.688;0.745;-5.908;0.0424;0.00539;0.0471;0.3;0.371;124.951;219770
0.531;0.854;-3.149;0.198;0.288;0.0;0.0773;0.456;94.419;190000
0.367;0.111;-14.084;0.0972;0.978;3.97e-05;0.0897;0.198;82.642;196077
0.703;0.458;-8.208;0.0298;0.554;0.0;0.179;0.364;113.97;240221
0.575;0.758;-5.029;0.0618;0.0954;0.0;0.394;0.493;144.107;182623
0.663;0.463;-7.389;0.0322;0.464;4.23e-05;0.182;0.358;120.139;249521
0.566;0.625;-5.311;0.0532;0.00819;1.45e-06;0.0633;0.205;85.063;207453
0.816;0.538;-6.354;0.0617;0.0142;0.000496;0.099;0.156;97.054;210368
0.752;0.488;-7.05;0.0705;0.297;9.11e-06;0.0936;0.533;136.041;201661
0.683;0.776;-3.251;0.341;0.15;0.0;0.227;0.223;173.996;188773
0.6;0.706;-7.899;0.361;0.209;0.0;0.125;0.58;173.926;253533
0.72;0.744;-6.938;0.12;0.237;0.0;0.255;0.619;78.953;243773
0.406;0.67;-3.48;0.032;0.0445;4.27e-06;0.16;0.144;74.96;239693
0.612;0.619;-5.702;0.0437;0.602;0.0;0.0866;0.469;99.71;213960
0.752;0.706;-6.274;0.0636;0.0797;0.000752;0.129;0.33;125.041;208812
0.623;0.849;-4.544;0.0372;0.0136;0.00611;0.427;0.403;95.985;225801
0.581;0.662;-5.239;0.303;0.0153;0.0;0.111;0.434;93.023;189487
0.658;0.671;-12.21;0.0363;0.0933;0.000927;0.115;0.166;100.966;202093
0.702;0.781;-4.081;0.03;0.433;0.0;0.135;0.382;102.997;286322
0.871;0.552;-4.953;0.0509;0.128;0.0;0.272;0.27;141.973;273087
0.638;0.717;-4.722;0.0337;0.346;0.0;0.105;0.249;100.027;180000
0.472;0.665;-9.551;0.397;0.0119;0.0;0.32;0.491;159.696;239587
0.595;0.819;-6.186;0.143;0.192;0.0;0.0588;0.498;179.9;240053
0.657;0.51;-6.438;0.0369;0.178;0.107;0.156;0.37;151.024;168664
0.812;0.522;-5.287;0.257;0.0433;0.0;0.154;0.38;75.524;142907
0.648;0.484;-9.266;0.089;0.366;0.0;0.139;0.243;74.997;268893
0.847;0.603;-4.607;0.0397;0.107;7.4e-06;0.106;0.735;114.045;227387
0.476;0.688;-7.799;0.245;0.0953;0.000648;0.438;0.353;140.555;250960
0.667;0.867;-2.856;0.0705;0.0597;0.0;0.129;0.456;93.979;237479
0.907;0.53;-6.112;0.127;0.0578;2.23e-06;0.101;0.507;135.998;113000
0.629;0.616;-9.123;0.443;0.172;0.0;0.0984;0.464;113.483;163034
0.85;0.787;-4.134;0.338;0.313;0.0;0.194;0.7;87.983;279867
0.729;0.434;-10.284;0.143;0.126;0.0;0.287;0.432;119.932;255467
0.799;0.674;-5.589;0.0832;0.0957;0.0;0.162;0.422;119.988;250453
0.653;0.445;-7.183;0.0413;0.31;0.0;0.116;0.176;144.018;216493
0.732;0.69;-4.992;0.134;0.291;0.0;0.116;0.758;143.072;206307
0.716;0.748;-4.656;0.0364;0.0667;0.0;0.0581;0.469;120.033;142019
0.747;0.571;-7.916;0.478;0.38;0.0;0.534;0.553;172.104;181933
0.596;0.62;-6.133;0.039;0.0122;0.0;0.82;0.102;80.029;271600
0.798;0.624;-8.789;0.161;0.123;9.08e-06;0.184;0.199;100.027;134431
0.556;0.644;-5.805;0.402;0.0558;2.32e-05;0.35;0.499;140.009;326347
0.791;0.839;-4.284;0.266;0.0588;6.26e-05;0.259;0.383;170.113;202636
0.49;0.44;-7.76;0.353;0.00806;0.00103;0.186;0.091;173.095;227533
0.619;0.404;-8.333;0.441;0.0144;0.0;0.115;0.566;90.008;268720
0.899;0.586;-7.866;0.343;0.279;0.0;0.0836;0.492;150.002;214467
0.736;0.482;-8.242;0.196;0.327;0.0;0.229;0.608;140.064;224507
0.857;0.63;-7.236;0.0728;0.0518;0.0176;0.144;0.191;124.964;243840
0.829;0.539;-7.359;0.208;0.136;1.78e-06;0.103;0.388;99.96;149547
0.713;0.62;-4.513;0.0422;0.171;1.16e-06;0.118;0.206;130.09;211785
0.579;0.904;-2.729;0.0618;0.193;0.0;0.064;0.681;82.014;190947
0.672;0.655;-5.021;0.0311;0.0362;0.0;0.117;0.556;134.945;201240
0.407;0.612;-4.387;0.13;0.288;0.0;0.198;0.488;96.943;185000
0.674;0.932;-4.876;0.0718;0.0363;0.0;0.0576;0.826;144.039;180333
0.721;0.707;-6.364;0.0595;0.181;3.68e-06;0.143;0.743;125.005;158206
0.598;0.904;-2.293;0.0507;0.331;0.0;0.264;0.503;138.091;198075
0.791;0.587;-5.075;0.0413;0.407;0.0;0.148;0.536;96.057;179449
0.837;0.636;-7.643;0.086;0.0395;0.00125;0.342;0.274;145.972;288624
0.54;0.439;-8.591;0.115;0.635;1.93e-05;0.0993;0.371;167.908;209547
0.452;0.688;-4.84;0.0385;0.0263;0.0;0.11;0.313;76.99;199600
0.785;0.554;-6.571;0.0409;0.283;3.4e-06;0.116;0.144;128.047;150043
0.775;0.723;-4.095;0.0468;0.282;0.000371;0.126;0.756;104.991;194286
0.769;0.518;-6.563;0.102;0.000573;0.108;0.342;0.504;121.116;247976
0.771;0.768;-7.773;0.0451;0.0266;1.26e-05;0.426;0.607;125.023;186240
0.749;0.723;-6.609;0.0432;0.0563;0.022;0.0977;0.674;108.999;229120
0.69;0.635;-7.624;0.34;0.132;0.0;0.362;0.569;144.065;188947
0.314;0.399;-9.199;0.0501;0.692;0.00419;0.11;0.302;169.525;252867
0.689;0.584;-5.768;0.119;0.339;0.0;0.297;0.676;156.572;191680
0.91;0.366;-9.954;0.0941;0.0996;0.0;0.261;0.74;119.985;152000
0.87;0.35;-6.082;0.277;0.00661;0.000483;0.108;0.175;74.963;168347
0.703;0.7;-2.417;0.221;0.0055;0.0;0.115;0.34;169.861;138353
0.66;0.9;-5.02;0.14;0.0403;0.0;0.219;0.591;85.51;213253
0.701;0.554;-5.909;0.187;0.217;1.45e-06;0.419;0.0634;97.129;235187
0.843;0.359;-7.417;0.461;0.069;0.0;0.12;0.156;81.987;163944
0.697;0.849;-4.953;0.248;0.228;4.52e-05;0.493;0.734;81.956;192067
0.732;0.772;-6.142;0.267;0.194;1.54e-06;0.242;0.493;123.009;230920
0.741;0.52;-7.513;0.0656;0.45;1.97e-06;0.222;0.347;102.998;171030
0.778;0.317;-10.732;0.334;0.592;0.0;0.0881;0.327;140.048;178627
0.383;0.637;-6.993;0.0703;0.0722;0.0;0.368;0.0827;177.913;260773
0.889;0.496;-6.365;0.0905;0.259;0.0;0.252;0.544;86.003;180522
0.736;0.622;-4.653;0.133;0.0235;0.0;0.151;0.506;191.971;192779
0.736;0.688;-5.736;0.0478;0.207;0.499;0.402;0.36;102.009;178400
0.85;0.417;-5.536;0.0758;0.145;1.12e-05;0.024;0.652;110.984;186453
0.888;0.74;-5.363;0.238;0.00586;0.0;0.218;0.664;100.003;175711
0.731;0.87;-4.564;0.0953;0.177;0.0;0.162;0.76;96.003;171317
0.548;0.735;-7.572;0.236;0.173;0.0;0.195;0.498;101.252;162587
0.586;0.624;-5.946;0.113;0.0153;1.78e-06;0.133;0.267;68.976;185863
0.726;0.554;-5.29;0.0917;0.0421;0.0;0.106;0.335;169.999;190440
0.647;0.309;-7.948;0.0366;0.78;7.41e-06;0.202;0.195;87.045;171573
0.747;0.57;-6.711;0.081;0.0642;0.0;0.0832;0.65;133.992;200890
0.906;0.382;-12.89;0.269;0.18;0.0;0.113;0.391;104.025;129264
0.623;0.692;-5.122;0.0504;0.328;0.0;0.153;0.566;79.899;240051
0.682;0.559;-5.545;0.127;0.174;0.0;0.344;0.137;202.015;192471
0.609;0.691;-5.395;0.0539;0.0849;0.0;0.13;0.279;149.965;224287
0.481;0.267;-9.249;0.0339;0.8;0.0;0.249;0.137;117.64;227693
0.426;0.445;-5.776;0.169;0.183;0.0;0.661;0.347;56.966;185440
0.573;0.741;-3.22;0.0788;0.171;0.0;0.104;0.526;92.021;194827
0.461;0.593;-4.954;0.0356;0.17;0.0;0.307;0.175;134.17;228373
0.657;0.355;-12.044;0.0714;0.694;0.000427;0.123;0.0808;74.99;189000
0.809;0.547;-7.305;0.0614;0.452;0.0;0.054;0.718;94.992;198973
0.4;0.795;-3.731;0.461;0.119;0.0;0.159;0.702;190.097;186107
0.455;0.292;-6.792;0.0563;0.889;0.0;0.106;0.43;84.339;178467
0.545;0.458;-4.6;0.0279;0.367;0.0;0.118;0.164;79.943;236360
0.795;0.595;-8.073;0.0698;0.0823;0.0;0.128;0.502;91.025;196348
0.732;0.436;-7.409;0.117;0.609;0.0;0.108;0.475;94.852;164373
0.581;0.395;-11.095;0.0423;0.8;0.0;0.107;0.225;95.919;332383
0.623;0.692;-5.122;0.0504;0.328;0.0;0.153;0.566;79.899;240051
0.657;0.768;-4.628;0.0507;0.108;0.0;0.144;0.759;75.025;186223
0.711;0.515;-6.004;0.0856;0.234;0.0;0.205;0.563;159.968;201920
0.623;0.607;-5.937;0.0435;0.426;0.0;0.105;0.263;84.982;208518
0.715;0.639;-5.017;0.0752;0.0622;0.0;0.157;0.151;149.996;205800
0.665;0.651;-5.515;0.156;0.0414;0.0;0.0896;0.237;163.935;175755
0.665;0.832;-3.166;0.34;0.107;0.0;0.776;0.498;164.147;156621
0.742;0.579;-5.024;0.202;0.0381;0.0;0.0952;0.502;144.994;258475
0.62;0.451;-7.623;0.17;0.128;0.0;0.373;0.294;156.906;122285
0.759;0.73;-7.985;0.0516;0.145;3.06e-06;0.11;0.74;115.007;268434
0.729;0.603;-6.736;0.0666;0.0948;0.0;0.113;0.207;134.972;243976
0.651;0.594;-6.374;0.0491;0.163;0.0;0.133;0.416;145.942;179577
0.704;0.56;-6.791;0.179;0.185;0.0;0.0948;0.608;75.002;207109
0.548;0.653;-3.875;0.081;0.456;0.0;0.103;0.163;150.068;174853
0.729;0.6;-9.246;0.0473;0.214;0.322;0.114;0.417;150.019;209019
0.555;0.662;-4.952;0.0827;0.125;0.0;0.111;0.356;148.128;208733
0.422;0.446;-8.166;0.0379;0.0509;0.00029;0.106;0.0767;121.946;267471
0.777;0.685;-5.837;0.043;0.00786;1.03e-05;0.356;0.535;100.05;196357
0.745;0.454;-2.986;0.0392;0.0437;3.47e-06;0.0741;0.43;139.007;205503
0.628;0.825;-4.957;0.0522;0.0881;4.45e-05;0.262;0.798;96.98;186242
0.746;0.787;-6.373;0.12;0.214;0.0;0.0669;0.607;95.005;206187
0.608;0.756;-5.664;0.0467;0.206;0.0;0.127;0.429;159.934;180760
0.935;0.552;-9.373;0.335;0.111;0.0;0.0952;0.615;99.993;145627
0.76;0.566;-9.379;0.0396;0.038;0.365;0.0976;0.392;105.992;208670
0.642;0.466;-11.283;0.23;0.2;0.0;0.104;0.186;163.766;152207
0.919;0.622;-7.384;0.0997;0.228;4.24e-06;0.122;0.424;140.022;205803
0.883;0.525;-8.054;0.0633;0.189;0.0;0.0971;0.312;99.978;174100
0.612;0.601;-7.089;0.164;0.168;0.0;0.117;0.525;147.018;223543
0.843;0.39;-7.899;0.0846;0.178;0.0;0.137;0.495;129.972;160627
0.824;0.587;-6.401;0.0937;0.69;0.000105;0.149;0.514;98.029;209438
0.832;0.345;-12.657;0.218;0.137;0.000216;0.139;0.533;97.056;178598
0.465;0.841;-4.35;0.0724;0.123;0.0;0.138;0.672;83.965;142026
0.745;0.642;-6.257;0.287;0.0204;0.0;0.0658;0.226;179.974;131240
0.64;0.648;-8.113;0.187;0.124;0.0;0.0802;0.548;92.977;197867
0.602;0.899;-6.86;0.0419;0.00333;0.00227;0.171;0.705;121.969;186211
0.552;0.755;-6.255;0.0679;0.0178;0.0;0.466;0.296;109.806;172627
0.771;0.671;-5.617;0.0553;0.00929;0.0;0.0637;0.714;85.026;171360
0.831;0.502;-4.045;0.046;0.101;0.0;0.122;0.101;100.541;205427
0.703;0.594;-6.146;0.0752;0.342;0.0;0.123;0.475;153.848;114893
0.733;0.688;-4.916;0.0651;0.097;0.0;0.0852;0.692;81.01;170670
0.759;0.54;-6.039;0.0287;0.037;0.0;0.0945;0.75;116.947;190960
0.716;0.707;-6.747;0.0604;0.0623;0.0;0.194;0.569;119.986;180036
0.78;0.674;-5.968;0.14;0.417;0.0;0.0794;0.814;121.836;177874
0.715;0.624;-3.046;0.114;0.11;0.0;0.123;0.412;158.087;173325
0.778;0.518;-7.873;0.182;0.0246;0.000162;0.0743;0.731;179.036;194413
0.788;0.726;-6.262;0.356;0.182;0.0;0.239;0.784;180.092;229347
0.816;0.676;-6.945;0.202;0.175;1.23e-06;0.285;0.896;104.959;228674
0.872;0.668;-6.171;0.106;0.0858;0.0;0.0604;0.839;126.005;194701
0.733;0.674;-6.171;0.0725;0.0373;0.0;0.194;0.467;100.153;187011
0.77;0.882;-4.792;0.0602;0.194;0.0;0.316;0.385;99.991;223523
0.772;0.639;-7.119;0.467;0.15;0.0;0.0698;0.261;168.112;166560
0.554;0.498;-8.866;0.0685;0.23;5.98e-06;0.795;0.413;79.635;190067
0.682;0.866;-4.132;0.0588;0.00461;0.00147;0.149;0.527;91.017;219080
0.585;0.74;-6.687;0.078;0.0259;0.0;0.112;0.507;128.045;203552
0.72;0.7;-6.546;0.158;0.0596;2.34e-05;0.455;0.438;87.999;170303
0.777;0.835;-5.497;0.134;0.116;1.29e-06;0.128;0.665;82.509;179256
0.622;0.747;-5.581;0.043;0.0496;0.0002;0.314;0.363;174.058;161072
0.819;0.849;-5.303;0.202;0.0755;0.0;0.462;0.833;130.0;181763
0.559;0.337;-9.751;0.404;0.331;0.0;0.311;0.705;203.231;142480
0.679;0.936;-6.011;0.0727;0.000594;0.0;0.341;0.745;132.025;202850
0.631;0.943;-6.853;0.0693;0.409;0.0;0.121;0.703;140.138;212521
0.44;0.635;-6.385;0.0326;0.129;0.0;0.121;0.327;128.133;207095
0.578;0.78;-5.718;0.0476;0.16;0.0;0.313;0.122;99.967;228953
0.666;0.575;-5.385;0.0389;0.011;0.00202;0.0927;0.498;100.112;186569
0.768;0.6;-9.567;0.203;0.316;0.0;0.101;0.834;132.039;212831
0.535;0.55;-7.249;0.0229;0.246;0.000105;0.124;0.619;90.086;324853
0.3;0.735;-5.342;0.0724;0.051;0.0;0.216;0.188;69.752;177181
0.507;0.644;-7.485;0.0641;0.00413;0.0;0.217;0.172;179.913;211267
0.907;0.53;-6.112;0.127;0.0578;2.23e-06;0.101;0.507;135.998;113000
0.817;0.669;-4.571;0.335;0.000991;0.00043;0.268;0.27;160.968;180373
0.623;0.727;-4.684;0.0509;0.0727;0.0;0.336;0.4;142.892;201834
0.681;0.553;-6.406;0.061;0.197;0.0;0.0811;0.302;148.932;208218
0.657;0.707;-6.576;0.0449;0.00387;0.0528;0.226;0.523;128.049;207560
0.564;0.713;-6.983;0.0734;0.18;5.13e-06;0.101;0.634;149.949;236791
0.907;0.775;-5.983;0.0698;0.0564;0.168;0.044;0.718;129.049;152901
0.833;0.744;-5.692;0.0954;0.1;0.0;0.341;0.696;102.026;176278
0.88;0.751;-4.258;0.0874;0.177;6.43e-05;0.106;0.884;117.948;157606
0.651;0.831;-5.399;0.0506;0.00176;6.3e-06;0.177;0.417;96.018;212900
0.683;0.712;-6.954;0.0528;0.105;1.82e-06;0.21;0.59;91.033;191868
0.765;0.906;-2.097;0.0965;0.125;0.0;0.423;0.95;96.071;184558
0.857;0.621;-6.376;0.0825;0.148;0.0;0.0865;0.668;97.989;204467
0.418;0.445;-5.407;0.227;0.469;0.0;0.123;0.608;175.686;157326
0.838;0.916;-6.281;0.079;0.0709;0.0;0.0645;0.96;126.003;216026
0.695;0.762;-3.497;0.0395;0.192;0.00244;0.0863;0.553;120.042;215280
0.714;0.798;-5.937;0.0668;0.0663;0.00206;0.145;0.698;106.971;202803
0.652;0.625;-5.886;0.0283;0.0333;0.000163;0.12;0.346;96.006;179980
0.647;0.726;-4.389;0.0552;0.157;0.0;0.0844;0.767;114.996;198996
0.417;0.654;-5.999;0.0505;0.0564;0.0;0.196;0.308;187.914;200270
0.796;0.756;-5.377;0.0974;0.048;0.0;0.0589;0.957;150.001;199243
0.528;0.511;-8.144;0.0324;0.126;0.0;0.101;0.351;100.1;209880
0.706;0.785;-6.733;0.0598;0.062;0.0;0.421;0.779;90.033;207642
0.78;0.759;-3.292;0.225;0.462;0.000868;0.143;0.579;91.952;201040
0.726;0.635;-6.778;0.205;0.222;1.57e-05;0.341;0.398;98.97;206061
0.707;0.818;-4.891;0.0391;0.0702;1.61e-05;0.105;0.489;150.084;186556
0.683;0.834;-4.886;0.0581;0.0625;0.0;0.14;0.803;135.978;189515
0.745;0.715;-6.121;0.0688;0.0305;0.0;0.25;0.846;123.021;152815
0.586;0.825;-5.661;0.0539;0.0223;0.0;0.291;0.481;101.956;207734
0.729;0.741;-6.361;0.0457;0.0295;0.0;0.232;0.752;111.954;125162
0.915;0.588;-6.302;0.0677;0.0824;0.000169;0.104;0.329;123.936;218710
0.696;0.761;-5.227;0.172;0.0723;0.0;0.228;0.832;129.935;187928
0.786;0.808;-3.702;0.0882;0.0846;0.000289;0.0822;0.609;105.027;301714
0.693;0.678;-7.159;0.0324;0.0151;5.71e-06;0.101;0.404;103.952;228267
0.583;0.592;-6.264;0.0783;0.212;0.0;0.239;0.763;169.966;164731
0.747;0.835;-4.816;0.264;0.177;0.0;0.645;0.447;91.963;197189
0.813;0.668;-6.058;0.148;0.143;0.0;0.131;0.905;126.012;180000
0.675;0.582;-7.58;0.128;0.221;0.00628;0.515;0.447;124.015;194618
0.741;0.869;-6.534;0.0816;0.096;0.0;0.0396;0.839;126.069;209667
0.508;0.834;-6.205;0.0386;0.0183;0.0;0.0732;0.774;139.131;216053
0.489;0.867;-3.121;0.071;0.025;0.0;0.586;0.409;162.131;157293
0.616;0.685;-15.289;0.04;0.0245;1.13e-05;0.0491;0.895;150.055;348333
0.654;0.743;-7.173;0.131;0.102;0.0;0.21;0.623;103.051;186987
0.904;0.644;-8.0;0.265;0.00968;0.0;0.132;0.6;106.989;134667
0.745;0.642;-6.257;0.287;0.0204;0.0;0.0658;0.226;179.974;131240
0.686;0.561;-9.929;0.191;0.185;0.0;0.114;0.186;148.775;116240
0.829;0.582;-5.721;0.0415;0.525;0.0;0.0759;0.51;108.028;109373
0.563;0.624;-8.271;0.287;0.0439;0.0;0.111;0.337;152.068;163267
0.726;0.408;-6.606;0.0614;0.603;0.0;0.225;0.459;115.918;143227
0.644;0.755;-5.325;0.0448;0.00237;7.64e-06;0.0859;0.334;102.861;190067
0.744;0.718;-4.853;0.181;0.197;0.0;0.134;0.549;151.098;179133
0.768;0.652;-2.708;0.307;0.113;0.0;0.107;0.777;154.187;144935
0.855;0.651;-8.044;0.235;0.063;0.0;0.0772;0.559;111.997;193027
0.578;0.596;-10.628;0.108;0.0428;3.53e-06;0.27;0.297;159.931;224385
0.972;0.448;-10.784;0.204;0.0433;0.00455;0.106;0.152;109.023;164588
0.598;0.427;-8.764;0.0317;0.0546;5.83e-06;0.21;0.0605;76.469;175721
0.974;0.596;-8.888;0.184;0.0976;0.0;0.151;0.892;111.959;149040
0.659;0.625;-2.253;0.045;0.0644;0.0;0.582;0.442;88.042;181824
0.748;0.648;-6.445;0.0816;0.484;0.0;0.126;0.726;139.952;123560
0.635;0.677;-5.548;0.0909;0.161;0.0;0.154;0.253;94.95;213733
0.897;0.743;-5.446;0.222;0.304;4.44e-05;0.137;0.905;134.979;187105
0.857;0.676;-5.359;0.192;0.218;0.0;0.0592;0.339;103.998;263127
0.729;0.475;-4.985;0.0364;0.378;0.0;0.12;0.371;62.52;212267
0.747;0.458;-6.891;0.303;0.451;0.0;0.252;0.47;75.029;182000
0.758;0.665;-5.188;0.0774;0.0815;0.000157;0.216;0.643;151.976;216893
0.45;0.619;-7.412;0.372;0.329;0.0;0.319;0.427;83.3;208880
0.847;0.579;-5.314;0.0719;0.0268;0.0545;0.102;0.569;137.998;267107
0.287;0.364;-8.295;0.0306;0.418;1.8e-05;0.185;0.11;103.777;271467
0.525;0.621;-7.364;0.116;0.0489;0.0;0.294;0.591;191.9;204093
0.671;0.876;-6.034;0.239;0.266;0.0;0.444;0.8;100.016;211360
0.707;0.752;-4.401;0.0885;0.269;0.0;0.377;0.724;150.061;199373
0.597;0.815;-4.802;0.0457;0.1;0.0;0.112;0.581;162.039;210200
0.803;0.585;-5.861;0.0432;0.103;3.94e-06;0.0644;0.593;105.017;214480
0.689;0.791;-5.194;0.053;0.023;0.0;0.0526;0.755;95.04;210573
0.74;0.498;-6.684;0.0456;0.0169;0.00282;0.319;0.652;98.016;207039
0.65;0.758;-4.02;0.116;0.166;0.0;0.0889;0.663;94.9;177160
0.425;0.548;-6.762;0.114;0.21;0.0;0.115;0.282;175.756;219827
0.715;0.788;-4.271;0.066;0.0874;0.0;0.195;0.372;110.041;189818
0.422;0.29;-9.702;0.0414;0.67;0.0;0.109;0.517;155.292;196413
0.807;0.887;-4.311;0.0361;0.016;0.000503;0.0811;0.606;122.015;229184
0.629;0.466;-7.396;0.034;0.652;0.0;0.0955;0.165;134.677;192613
0.584;0.407;-7.356;0.046;0.476;0.0;0.18;0.341;115.124;246735
0.599;0.629;-7.493;0.349;0.0712;0.0;0.347;0.39;151.732;238567
0.743;0.659;-6.755;0.0343;0.0998;0.00028;0.0622;0.804;114.033;255160
0.774;0.473;-5.122;0.0569;0.221;0.0;0.222;0.416;97.953;177253
0.68;0.586;-7.01;0.0567;0.0174;3.19e-06;0.128;0.196;149.968;201740
0.618;0.875;-4.417;0.159;0.00233;1.44e-06;0.341;0.502;128.005;153281
0.791;0.504;-7.864;0.266;0.0183;0.0;0.0963;0.355;159.949;230953
0.886;0.473;-7.338;0.255;0.27;2.58e-05;0.0864;0.438;135.065;200205
0.947;0.788;-6.138;0.124;0.107;0.000691;0.108;0.454;129.977;229005
0.62;0.625;-7.438;0.553;0.287;0.0;0.314;0.665;167.911;284856
0.706;0.679;-5.614;0.0324;0.139;6.98e-05;0.465;0.657;140.081;158707
0.627;0.446;-9.477;0.0332;0.308;0.00077;0.111;0.11;139.994;182080
0.514;0.757;-5.718;0.127;0.027;1.26e-05;0.0493;0.588;109.151;230000
0.514;0.618;-4.585;0.0317;0.175;0.0;0.117;0.401;84.259;150333
0.552;0.76;-4.706;0.342;0.0733;0.0;0.0865;0.639;135.702;260000
0.699;0.855;-2.728;0.0528;0.0721;0.0;0.0671;0.726;124.947;186482
0.752;0.764;-4.399;0.038;0.0476;9.44e-05;0.0543;0.582;121.958;163216
0.695;0.889;-2.983;0.0729;0.0347;0.0;0.275;0.691;124.991;180490
0.734;0.765;-5.562;0.0621;0.151;0.0;0.231;0.518;109.989;163636
0.7;0.872;-5.896;0.0666;0.121;7.08e-06;0.103;0.761;125.03;190302
0.637;0.778;-3.642;0.0706;0.0248;0.0;0.228;0.286;103.093;188738
0.541;0.468;-4.039;0.362;0.404;3.65e-06;0.358;0.69;95.266;158027
0.757;0.849;-3.424;0.0536;0.173;0.0;0.0878;0.826;150.036;228207
0.6;0.754;-4.204;0.0488;0.0688;0.0;0.151;0.641;128.044;180820
0.65;0.824;-4.948;0.0435;0.156;0.0;0.0819;0.217;90.004;186667
0.779;0.785;-2.244;0.0381;0.12;0.0;0.0488;0.748;143.933;170280
0.742;0.698;-5.475;0.0701;0.0529;0.00057;0.11;0.695;115.953;197000
0.61;0.688;-8.936;0.0828;0.00296;0.0;0.17;0.386;150.032;260000
0.901;0.472;-8.416;0.194;0.0381;0.0;0.11;0.479;120.0;254947
0.444;0.75;-6.622;0.314;0.177;2.16e-05;0.0782;0.425;178.434;211741
0.618;0.536;-8.852;0.0461;0.334;5.36e-05;0.297;0.158;140.075;187728
0.723;0.571;-9.869;0.219;0.563;0.000903;0.121;0.176;162.077;160500
0.781;0.721;-9.133;0.0514;0.0945;0.391;0.104;0.849;123.011;250337
0.775;0.573;-4.933;0.0585;0.495;0.0;0.126;0.667;101.925;171806
