danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;id;duration_ms
0.723;0.698;-7.157;0.0728;0.303;1.57e-06;0.186;0.225;116.057;5bs3MqCoBCgvROp1GoPOJY;212284
0.558;0.492;-8.755;0.0262;0.168;0.00028;0.142;0.162;83.947;55WCYfyiNMPHhqd2USd9rL;222986
0.632;0.784;-7.457;0.0393;0.000157;3.6e-05;0.037;0.278;100.019;52vS7mJ0a70Z4uRCfl8SjH;203344
0.59;0.797;-4.901;0.0614;0.132;0.0;0.0846;0.425;94.948;61uyGDPJ06MkxJtHgPmuyO;208120
0.534;0.802;-5.139;0.0348;0.00637;0.00102;0.0964;0.634;156.016;0u5a4aMWEqaofPPBHDzc1X;223653
0.383;0.256;-8.572;0.0332;0.88;2.69e-06;0.169;0.519;114.188;2SnNaoNhMjC1WRMTWD8qTX;134347
0.729;0.768;-4.842;0.0403;0.0386;3.32e-06;0.0269;0.679;92.992;2y15mLds58FIqfPeYdFkaI;173440
0.552;0.844;-6.814;0.0367;0.0482;0.0;0.0863;0.843;140.02;69U4rdEiMoMNv1qNi2VHAD;221253
0.662;0.888;-2.396;0.037;0.0156;1.57e-05;0.757;0.55;127.966;3OzHb46P72NR5fGK0BJst4;202500
0.708;0.845;-6.877;0.272;0.0601;0.0;0.188;0.671;95.005;1Jn6ceFIqosMnMyyciIloH;238760
0.779;0.771;-7.274;0.0459;0.0278;7.29e-05;0.0971;0.423;97.479;70nmNNiRONTrvXGKOJzNSp;223295
0.797;0.73;-4.603;0.0409;0.118;0.0;0.134;0.769;105.047;1pzg9aSA6u4anSbXXM7Qgn;225226
0.774;0.685;-4.027;0.13;0.0394;3.91e-06;0.0783;0.452;117.987;0coBSrChlWlbf2EdXGHBVE;199322
0.526;0.817;-6.41;0.225;0.0146;0.0;0.498;0.508;141.456;0LGYNrfNABeZSZVzQMLKvZ;314758
0.675;0.892;-4.149;0.0934;0.0284;0.0;0.536;0.644;129.988;4aYfAxfAt3YVZrWt6ipVr4;193197
0.547;0.939;-4.052;0.131;0.00591;0.0;0.227;0.557;103.933;6XS8t28Zl7a9LiZacsRdNK;206162
0.626;0.81;-4.835;0.0656;0.0186;0.0;0.238;0.616;97.01;5t0Hyp6hZbpMoeNsRZu6Tz;171440
0.806;0.613;-11.08;0.372;0.0545;0.0;0.129;0.688;91.497;1QVsq3NvHaEeu8bAyIBaWK;254027
0.801;0.91;-6.566;0.225;0.00239;0.000891;0.0737;0.805;87.277;5g9lS8deSIxItFBmZRC4vN;278387
0.843;0.7;-3.249;0.26;0.127;0.0;0.876;0.675;95.05;65iyI1iybyv5ecsfBHSdUf;293053
0.872;0.723;-5.968;0.247;0.0293;0.0;0.327;0.843;93.279;4VQNCzfZ3MdHEwwErNXpBo;307773
0.724;0.853;-3.895;0.283;0.0164;0.0;0.65;0.775;170.51;53BZ6XygAoubR5DU5w38Vq;332733
0.752;0.82;-3.35;0.257;0.0339;0.0;0.0998;0.528;191.685;525yPO8r5J6kLostDxm3XK;265560
0.902;0.41;-5.305;0.208;0.182;0.0;0.128;0.641;84.067;2qg9uPP30rLnK56Nfu6wjS;341093
0.827;0.635;-6.77;0.251;0.278;0.000119;0.109;0.766;88.87;1bb6bROP3OXMHcPw84MtmN;275640
0.822;0.969;-11.471;0.0582;0.259;0.000153;0.39;0.765;128.007;5QRAfvKPyQpwt897Jc0glg;283748
0.638;0.877;-4.449;0.0302;0.0771;0.0221;0.364;0.743;139.052;52LJ3hyknOijCrE5gCD0rE;242053
0.853;0.606;-4.596;0.0713;0.0561;0.0;0.313;0.654;94.759;3WkibOpDF7cQ5xntM1epyf;227600
0.852;0.864;-10.131;0.0387;0.0334;0.0239;0.0525;0.603;132.999;71Cid4UeolaHRzdbmMDAVb;226773
0.703;0.997;-7.666;0.0399;0.0726;0.0235;0.123;0.391;132.872;4ih3dyFZoeTdaeJW9mPbOI;257467
0.731;0.853;-4.219;0.0363;0.0352;0.0;0.268;0.605;108.016;1di1BEgJYzPvXUuinsYJGP;225360
0.924;0.74;-1.299;0.0774;0.0827;0.0;0.163;0.621;133.974;7iXF2W9vKmDoGAhlHdpyIa;222293
0.644;0.874;-4.666;0.0801;0.0459;2.24e-06;0.0584;0.882;165.09;35zGjsxI020C2NPKp2fzS7;191040
0.794;0.745;-11.367;0.037;0.273;0.000414;0.143;0.706;124.249;4RADreHMvMkZwsPgPr9z5c;225882
0.704;0.861;-4.221;0.0493;0.587;0.0615;0.0992;0.636;128.99;3u5N55tHf7hXATSQrjBh2q;213394
0.928;0.771;-5.935;0.251;0.102;1.07e-05;0.338;0.679;93.987;1EM23A621Z0QyTlWKu7T1l;231160
0.502;0.912;-4.556;0.0564;2.55e-05;0.000173;0.106;0.72;116.761;4CeeEOM32jQcH3eN9Q2dGj;301920
0.818;0.653;-8.396;0.204;0.0335;5.46e-06;0.22;0.533;99.931;31bf9SEOppLU6lQ85d8om6;261133
0.343;0.281;-9.534;0.0368;0.605;0.000296;0.0951;0.121;133.454;6XQz4HwNIQZ652JFa7putY;274693
0.633;0.8;-6.945;0.166;0.209;0.000123;0.137;0.913;175.716;11mwFrKvLXCbcVGNxffGyP;217573
0.598;0.951;-8.393;0.0321;2.79e-05;0.635;0.32;0.354;138.976;6bzK2GKOYigsZIcjic64pa;187667
0.565;0.966;-5.038;0.0337;0.00226;0.00653;0.285;0.716;141.967;7jGrEtwlejqbmRB5La3Abp;181708
0.49;0.808;-11.702;0.036;0.126;0.405;0.185;0.612;138.028;29WTMnk0vsnapB0FaLDfGM;272000
0.785;0.99;-3.527;0.0317;0.00313;0.0012;0.0863;0.97;137.999;3IrKj55aqL8t8YLK2irf1k;208280
0.632;0.947;-6.954;0.0438;0.0745;5.16e-05;0.343;0.925;138.004;6xRRr4W5VQiQZOVhXzqtIr;269360
0.615;0.95;-4.975;0.0493;0.162;6.36e-06;0.179;0.799;136.999;66TZD7lfp5Ll2i1iR097Dx;225489
0.821;0.833;-8.291;0.0821;0.0734;0.544;0.0739;0.961;132.975;04zrPERrSO4CfyargthKJ9;255547
0.816;1.0;-5.739;0.0644;0.03;0.852;0.36;0.542;137.974;1iT9oqeZGYOnspkV4AiIoJ;214867
0.664;0.93;-4.396;0.0341;0.027;0.00196;0.232;0.854;145.383;2lhePSRtoReJhFw7UaFyto;212893
0.641;0.999;-6.396;0.0433;0.000618;0.553;0.234;0.305;134.983;4i7ezXO3G9DwE7LRmuYdfP;197600
0.59;0.994;-8.355;0.0724;0.138;0.519;0.0989;0.309;150.066;3hwkIWW3wJeVBBY3MJJauf;236907
0.786;0.876;-4.899;0.0362;0.0114;0.000784;0.0796;0.966;103.983;6trzHhvr6xqYJkNnbWwXz2;217539
0.567;0.983;-5.01;0.0427;0.0081;1.21e-05;0.107;0.717;135.041;5w24xZUicD68LjnZvtougC;204733
0.673;0.697;-6.556;0.0459;0.0559;7.94e-05;0.218;0.162;79.993;5ziFrKah9YWqKvl7HE2HDO;227973
0.59;0.478;-8.617;0.0329;0.197;0.0;0.393;0.114;115.889;1UgaTLUPYlIFlEsvhzsoLL;255064
0.62;0.668;-7.313;0.0319;0.0139;1.42e-05;0.29;0.372;120.006;54ulOTUIZA4suH69uQCwdZ;269057
0.675;0.7;-5.506;0.0403;0.152;7.67e-06;0.276;0.5;90.404;6jJxjnjvDrFIFOv0LD899Q;210699
0.695;0.894;-4.824;0.138;0.0545;0.0;0.144;0.615;112.023;1NX7hSZNkm9CvE1jpXpRTs;225720
0.483;0.877;-5.258;0.0824;1.78e-05;8.51e-05;0.118;0.503;156.915;1yubwFn0QIa7Eb5Y5x9CQD;179507
0.663;0.624;-6.732;0.139;0.579;0.0;0.18;0.362;91.969;0LuTkQwYHneCPSt1vFMp7L;209293
0.736;0.67;-5.683;0.097;0.00612;0.0;0.105;0.347;103.068;68ryrTDYtIOL1izZF4jydg;175816
0.608;0.811;-6.648;0.121;0.00277;0.0107;0.105;0.0364;179.966;4b2Va2IKYugIdfuw6LnsDr;239507
0.787;0.888;-3.633;0.151;0.137;0.0;0.058;0.836;127.953;2WzEojGMDg3s7czWtbzlxK;216440
0.826;0.803;-4.578;0.0452;0.0292;4.38e-06;0.166;0.457;124.949;3OVlMO6LGxCbJtnCDfzUVL;195119
0.657;0.927;-4.651;0.0943;0.0172;0.0;0.116;0.587;145.027;5owfAfOEAfyIhHS2pDDViZ;214200
0.636;0.801;-3.169;0.103;0.247;0.0;0.194;0.574;84.978;3i0GuKWwredFUMqlRcl50s;259160
0.813;0.729;-4.804;0.0755;0.304;0.0;0.207;0.757;98.004;4lHX8Yji8Kr4xTDQR56lsL;209572
0.806;0.75;-5.838;0.0682;0.251;0.0;0.209;0.484;127.909;4FozD429dpnVHMumi84Fnm;180693
0.647;0.894;-3.489;0.154;0.0892;0.0;0.265;0.599;148.008;7BhEUFbx2UDOXMoHihXBqb;272733
0.799;0.568;-7.539;0.0574;0.179;0.0;0.112;0.547;97.503;0YlmsOyEK9GL5In154LkID;279867
0.571;0.953;-5.601;0.0548;0.0011;0.000606;0.226;0.601;137.965;72SpPFrMYCXLB3Fbw9tEgf;233600
0.69;0.682;-6.121;0.0312;0.315;0.0;0.365;0.856;122.006;31ILxXyayIv5G9sqDHM706;226000
0.539;0.74;-7.136;0.0611;0.0385;5.3e-05;0.129;0.418;76.965;5kyr2UW9JIW04f6B9GK6RB;212253
0.656;0.595;-7.986;0.0278;0.205;0.000431;0.345;0.403;114.972;3tsK9bFAYqInXqYa7JKFm8;247360
0.794;0.791;-4.747;0.171;0.0826;0.0;0.0646;0.829;94.999;3CqvR4Xj5OtUFPKxJBKRZe;194267
0.73;0.72;-5.532;0.273;0.385;0.0;0.107;0.849;174.046;755Bzy5z5Wjo3JjDh4GmuX;204293
0.717;0.73;-4.729;0.0568;0.383;0.0;0.398;0.792;102.002;2hrUO4drrO63i7FYbCLBl2;251173
0.638;0.742;-4.448;0.0335;0.0171;5.89e-06;0.0416;0.235;148.012;1DTWzNb3GDJuORg9ciXmA8;186966
0.621;0.652;-5.953;0.0278;0.0271;0.0;0.21;0.571;110.007;5lS3YfPqUwl2N88yEF2eX3;259893
0.716;0.688;-5.621;0.0711;0.00139;0.00291;0.119;0.746;120.021;3cGFEZvzegmI9B7yZMCzq5;204933
0.786;0.878;-4.203;0.174;0.229;1.48e-06;0.271;0.693;108.147;0izOCTLoxMw3riMdNkXF3I;171737
0.648;0.693;-7.018;0.114;0.067;0.00401;0.324;0.2;114.106;1iEStRoSlkqAhjo2yQmrch;223960
0.547;0.344;-10.64;0.0337;0.642;0.0;0.101;0.175;78.42;0YrBSvLBKo2YXbvzSVmij7;214563
0.78;0.473;-7.818;0.0385;0.00203;0.422;0.0959;0.213;130.998;0bWfxPhxOepDV01eMECRYl;247480
0.85;0.516;-7.664;0.0714;0.763;0.0;0.0896;0.874;108.963;2ktxr00GpTtbMNeBjNeY8D;158532
0.581;0.577;-7.8;0.0374;0.0361;4.81e-05;0.246;0.15;89.517;03j7YmO2dZ8nEY5N5131hz;201536
0.52;0.513;-7.208;0.0256;0.281;0.0;0.0976;0.17;77.903;6lvsJDZ7336YmpBzcNGhbe;202213
0.704;0.225;-14.454;0.0994;0.902;0.657;0.106;0.243;120.006;3ZCTVFBt2Brf31RLEnCkWJ;245426
0.807;0.396;-7.415;0.0545;0.855;0.0;0.0805;0.7;91.159;3p4WMekidOIiyf8SFvfrIC;189486
0.794;0.793;-4.521;0.0842;0.0125;0.0;0.0952;0.677;123.941;6WrI0LAC5M1Rw2MnX2ZvEg;183290
0.488;0.343;-8.985;0.0436;0.556;0.0;0.21;0.0978;102.819;4l0Mvzj72xxOpRrp6h8nHi;206459
0.501;0.405;-5.679;0.0319;0.751;0.0;0.105;0.446;109.891;7qEHsqek33rTcFNT9PFqLf;182161
0.721;0.716;-7.037;0.0657;0.0334;0.00084;0.237;0.667;104.994;6cy3ki60hLwimwIje7tALf;221714
0.548;0.816;-4.209;0.0465;0.122;0.0;0.335;0.557;95.39;6UelLqGlWMcVH1E5c4H7lY;174000
0.569;0.433;-6.789;0.0269;0.603;0.0;0.127;0.434;75.006;0p7yk4d3vhN0RmmQenDa4x;220019
0.692;0.571;-6.099;0.077;0.0492;0.0;0.121;0.437;90.008;2vdsyiA0RcYs3C9VMnmYac;195562
0.927;0.563;-5.827;0.175;0.0306;0.0;0.0736;0.842;103.312;1sl1cpix9GnwNwaVt04BIu;109302
0.665;0.831;-4.472;0.0437;0.111;1.53e-06;0.0596;0.696;125.057;6SpVp6ttad3XJOsjKBZwaq;198006
0.74;0.583;-13.214;0.269;0.11;0.0;0.334;0.701;79.497;5UWhqnZYmKJae4P8CZFq6B;259709
0.741;0.87;-3.494;0.503;0.00813;0.0;0.114;0.663;184.194;4IO8X9W69dIQe0EC5ALXhq;254723
0.769;0.787;-3.909;0.367;0.189;0.0;0.129;0.836;126.77;6Ozh9Ok6h4Oi1wUSLtBseN;159715
0.876;0.662;-6.482;0.426;0.0608;0.0;0.127;0.844;75.445;2gwkD6igEhQbDQegRCcdoB;163320
0.809;0.545;-6.678;0.0735;0.392;0.0;0.151;0.244;97.008;3QzAOrNlsabgbMwlZt7TAY;180435
0.866;0.438;-8.943;0.0719;0.177;0.0;0.0743;0.695;129.039;2W4yABdLc4Jnds67Poi5Nl;223258
0.787;0.713;-5.252;0.401;0.0849;0.0;0.717;0.761;175.046;4sWuPniHClkInYAnzXAYUF;148759
0.529;0.9;-3.503;0.418;0.000248;1.21e-05;0.0426;0.434;180.291;2QpGZOhTCHHiKmpSO9FW4h;104591
0.932;0.547;-7.787;0.333;0.0388;0.0;0.0924;0.695;94.998;4sjiIpEv617LDXaidKioOI;176640
0.474;0.631;-5.884;0.343;0.0687;0.0;0.132;0.425;180.051;6Gg1gjgKi2AK4e0qzsR7sd;189323
0.621;0.601;-5.616;0.148;0.0522;0.0;0.46;0.457;116.735;696DnlkuDOXcMAnKlTgXXK;163636
0.773;0.836;-2.326;0.153;0.283;2.1e-05;0.0828;0.497;112.01;7x9nXsowok1JszkVztI5NI;201271
0.591;0.841;-4.351;0.0304;0.0119;0.0;0.395;0.392;109.034;3cphb8kdsjElYR7r5icK3H;158805
0.68;0.411;-10.319;0.0282;0.43;1.52e-06;0.135;0.251;115.024;0tc8HGXosQDC8TTAaON1TP;211671
0.499;0.8;-2.665;0.0502;0.0906;0.0;0.147;0.272;139.919;7CZyCXKG6d5ALeq41sLzbw;229573
0.677;0.608;-7.018;0.0892;0.445;0.0;0.129;0.379;145.009;4bEkPmsClXX6I7iawkhvqa;123298
0.772;0.847;-3.789;0.0929;0.00718;0.0;0.156;0.704;100.013;3xB5uHrhe0uaIxNGf3JwZA;163390
0.782;0.559;-7.106;0.0767;0.125;0.0;0.385;0.685;129.992;6jRq8gaZhMUyy5RclRPcAf;188344
0.907;0.459;-10.731;0.37;0.629;1.64e-05;0.0884;0.848;100.004;2i2UzIpH1WrrzsiffWf0Bx;139371
0.685;0.473;-10.531;0.178;0.387;0.00245;0.115;0.529;161.91;20KP87dptBCdf7CDkJrt1v;169159
0.79;0.684;-4.372;0.0525;0.0825;0.0;0.106;0.236;110.984;4Cgedth1L3nBdVLU5Z42m1;179831
0.575;0.621;-8.165;0.032;0.0392;0.0045;0.141;0.27;101.987;4jAIqgrPjKLTY9Gbez25Qb;172213
0.735;0.795;-6.107;0.0894;0.13;0.0;0.546;0.714;132.007;27xThO09Pfz9qcgsH3c7Of;229118
0.674;0.788;-4.48;0.0505;0.0343;0.0;0.168;0.545;132.031;117kHl2LRJ30z29lzeMD99;208297
0.53;0.281;-8.274;0.0577;0.798;0.0;0.0928;0.341;122.442;6U1iuA5QfzYRPJxvdcxqtf;144377
0.561;0.0848;-15.099;0.0404;0.913;2.62e-05;0.112;0.206;102.128;4CxFN5zON70B3VOPBYbd6P;219147
0.391;0.396;-8.621;0.189;0.702;0.405;0.315;0.199;99.112;7MiZjKawmXTsTNePyTfPyL;131272
0.617;0.567;-4.188;0.0828;0.0584;0.0;0.0933;0.505;90.246;1CnPYaKxTVb4LWOtiGOm0m;217603
0.803;0.569;-6.366;0.0705;0.0957;0.0;0.0976;0.26;95.009;2enuUNOuQe22b6LB31bimX;123400
0.67;0.661;-6.798;0.0466;0.704;0.0;0.217;0.425;119.985;7z3dPHwGxeK4fD6fYFDwiS;201730
0.949;0.425;-7.393;0.224;0.0295;0.0;0.106;0.621;124.927;67cpn8ZBO7QU67jky8Fh47;135023
0.801;0.505;-5.829;0.293;0.0446;9.52e-06;0.122;0.757;161.059;1jkEorRvoRQNo1WZfD1X5q;156443
0.896;0.586;-6.687;0.0559;0.104;0.0;0.79;0.642;116.971;0nbXyq5TXYPCO7pr3N8S4I;196653
0.754;0.384;-11.043;0.0917;0.265;0.00082;0.118;0.842;167.088;0L6G5h7DeN2Kj1ZvUBHUQx;214175
0.881;0.457;-8.191;0.156;0.0327;0.0;0.231;0.296;136.97;2Ec33AVlkTTq8BHFgBTdQs;198913
0.785;0.431;-8.756;0.0364;0.123;0.0;0.0887;0.236;127.085;0Aqi7ArnBrGblW5T6p2jmD;159382
0.802;0.591;-4.895;0.225;0.0104;0.0;0.196;0.309;139.864;6gi6y1xwmVszDWkUqab1qw;157712
0.698;0.742;-4.169;0.0541;0.0164;3.39e-06;0.158;0.767;137.844;6gbLpUQtUU8ojzbE9jKt5A;184565
0.722;0.576;-8.077;0.0473;0.447;0.0;0.313;0.339;97.54;67vUsLGXUTVDv7FLe8SyDr;184375
0.642;0.466;-11.283;0.23;0.2;0.0;0.104;0.186;163.766;33wTsVNVpHzCbBceggG3F8;152207
0.864;0.729;-4.621;0.275;0.00908;0.0;0.105;0.285;101.991;4iO6aCCNBAN2TGTD5JYIiq;124033
0.744;0.448;-7.685;0.433;0.295;0.0;0.0767;0.924;89.358;4l5Z1cyDADjB2RFHOJ4Wvl;200000
0.785;0.652;-2.607;0.0668;0.102;0.0;0.0697;0.484;170.024;7f5trao56t7sB7f14QDTmp;203093
0.687;0.514;-6.612;0.0897;0.366;0.0;0.116;0.494;145.921;41L3O37CECZt3N7ziG2z7l;210427
0.514;0.73;-5.934;0.0598;0.00146;9.54e-05;0.0897;0.334;171.005;0VjIjW4GlUZAMYd2vXMi3b;200040
0.676;0.771;-3.675;0.0483;0.0237;7e-06;0.102;0.569;99.048;3jjujdWJ72nww5eGnfs2E7;207133
0.735;0.369;-9.682;0.0688;0.334;0.0;0.126;0.235;140.004;1iSqfoUFnQwV0QW1EfUit8;222997
0.724;0.491;-6.024;0.0296;0.018;1.29e-05;0.0887;0.383;105.046;3yOlyBJuViE2YSGn3nVE1K;170746
0.652;0.631;-5.718;0.0893;0.524;0.000579;0.165;0.35;127.998;7AzlLxHn24DxjgQX73F9fU;154424
0.548;0.816;-4.209;0.0465;0.122;0.0;0.335;0.557;95.39;6UelLqGlWMcVH1E5c4H7lY;174000
0.828;0.577;-7.656;0.158;0.599;0.0;0.0814;0.587;86.339;0Dfctnkk9xIikDKJ06uwzo;163493
0.78;0.537;-7.222;0.0656;0.368;0.0124;0.136;0.136;139.959;3moqRUc1h6YIdJLdz48DHB;180828
0.746;0.862;-6.11;0.0776;0.21;0.0363;0.225;0.604;122.011;4qq73N1TKocRaYGQS23b9u;246970
0.831;0.456;-10.778;0.585;0.213;0.0;0.0669;0.535;158.006;4p55EkzkGnWmLYDiNXc14t;98734
0.9;0.536;-9.235;0.334;0.00963;0.0396;0.112;0.145;150.023;446arYfhP7mw7PtiM81rfN;131024
0.453;0.538;-8.212;0.0638;0.449;0.0;0.19;0.516;122.973;6U0FIYXCQ3TGrk4tFpLrEA;204533
0.787;0.673;-4.583;0.159;0.264;3.35e-06;0.0904;0.779;110.962;3Dv1eDb0MEgF93GpLXlucZ;237893
0.727;0.401;-6.696;0.0657;0.309;0.0;0.0572;0.793;91.999;2Wq9wjMTn2qD1zlfRYJtv8;155054
0.561;0.64;-5.042;0.287;0.0678;0.000387;0.148;0.196;78.464;3IrcvqIf3ZiBhf3xdsctRX;223364
0.584;0.678;-8.226;0.0476;0.198;3.05e-05;0.13;0.477;80.541;0lCl7wTqxiNQDCP52u1pyQ;171533
0.468;0.429;-9.064;0.0348;0.069;3.28e-06;0.265;0.254;130.03;4xidP0jGIoAgIv0ATaC518;241739
0.759;0.764;-7.289;0.0328;0.29;0.0187;0.109;0.174;105.026;6GhAMqEu0BC8EPYk3YwF7a;148541
0.527;0.764;-6.868;0.075;0.0878;2.74e-05;0.147;0.466;77.024;11ClQNBqYZzoBK3dPmW7M1;212117
0.732;0.413;-6.353;0.0702;0.287;0.0;0.0565;0.761;92.066;45StvejYUdIsyUwqdZ7iJM;154456
0.893;0.61;-5.691;0.0488;0.0227;0.00744;0.102;0.778;136.64;0WpDeBJ22LcwF4QoERQOTv;60000
0.958;0.636;-7.069;0.168;0.164;0.0;0.107;0.47;130.031;5yUhwxfsBCQP8JjKp8INOS;74173
0.934;0.658;-8.052;0.108;0.411;0.000738;0.0809;0.344;110.015;1CF5kzz5XDBAL24wtVyyTJ;117363
0.772;0.637;-6.881;0.114;0.00459;0.0;0.0778;0.54;149.906;6qNB2ChCVPepl5ZjVJJTUW;167317
0.816;0.535;-8.302;0.338;0.147;4.53e-06;0.176;0.435;80.012;0sr5LOMv4x0jmTYfe6oOvP;241267
0.829;0.792;-3.755;0.0668;0.726;5.83e-06;0.122;0.758;118.05;0tZkVZ9DeAa0MNK2gY5NtV;215507
0.755;0.536;-5.605;0.12;0.114;0.0;0.0282;0.882;138.969;33KJ2xFYONOlIYDBg6wPx8;198040
0.845;0.791;-3.674;0.161;0.0186;0.107;0.0957;0.843;117.987;4CIMIZRcwllSonMlzr5wd2;196400
0.649;0.579;-10.942;0.214;0.136;0.00112;0.109;0.345;158.599;01hyP2yZdO49LddthLgcfp;182242
0.471;0.394;-9.398;0.158;0.548;3.16e-06;0.0995;0.341;97.403;77sHxmnLL9Z8YZLradf1YF;203376
0.887;0.737;-6.489;0.16;0.243;4.11e-05;0.109;0.685;104.924;2DulH2O6UpIL4VDlFhJknT;184000
0.728;0.62;-7.533;0.0434;0.038;0.0;0.342;0.885;81.998;2LLFl56eIFGFlnrplUC26f;176675
0.688;0.582;-10.668;0.0542;0.23;0.000157;0.0663;0.872;85.486;7pBrj5rt4SSxXwFKOyZfHR;224661
0.876;0.609;-6.019;0.111;0.0229;1.17e-05;0.107;0.256;124.984;3CArFtrkJzWkxgjmX7ki9N;199680
0.757;0.862;-3.519;0.0696;0.115;0.000203;0.285;0.823;99.017;1KBN9lYx9QkfUJC3NSXlhQ;233173
0.754;0.526;-12.96;0.0435;0.00261;0.466;0.113;0.716;117.051;0Y08zhvCal5BZZNS0RqBFN;167180
0.729;0.842;-2.997;0.261;0.0597;3.06e-06;0.319;0.574;64.808;69PqVX29aZhDGFlG2SKxFy;133116
0.659;0.936;-3.519;0.0606;0.283;0.0207;0.192;0.884;161.983;37s8uwIjw72XfMseKJXNOO;155009
0.855;0.562;-7.099;0.299;0.485;7.89e-06;0.112;0.193;164.053;3nQQotHU6YtE0Z4kiMNoW8;133691
0.828;0.518;-8.809;0.316;0.148;5.45e-05;0.666;0.819;86.141;6uxKBULqEBZ9x5nhfcZnQg;131163
0.653;0.737;-5.446;0.0388;0.0181;0.0;0.136;0.763;99.033;54PUd1iY2N2a5DPb7qnrzj;168200
0.812;0.525;-8.798;0.124;0.255;0.0;0.325;0.564;145.016;3B9vJvi2Z6ws4wjNTQMYAc;177133
0.965;0.783;-6.898;0.098;0.141;0.000231;0.109;0.863;119.94;5wA5mA9v9lPxAaSg1FagG6;201640
0.895;0.394;-8.8;0.407;0.000686;0.0;0.239;0.491;141.008;5QTbSuoVxRZLch1FkUFaIz;206733
0.495;0.883;-4.722;0.0402;0.00287;2.26e-05;0.0978;0.642;135.899;4bqIFmnVAsndYWuXxAwQet;198653
0.737;0.747;-4.818;0.0323;0.269;0.0;0.219;0.447;105.943;1ZLrDPgR7mvuTco3rQK8Pk;192453
0.908;0.282;-15.34;0.512;0.122;0.0;0.054;0.916;145.091;0TyTSRTAKCk9FLRknkfIq7;80483
0.638;0.831;-6.812;0.081;0.0263;0.0;0.0491;0.388;127.975;5ZkAx8zjLiSs1nMmBwJoZS;218093
0.705;0.373;-9.066;0.0384;0.723;0.81;0.289;0.551;120.046;2mlGPkAx4kwF8Df0GlScsC;208026
0.79;0.768;-5.638;0.284;0.148;0.000947;0.126;0.691;80.029;7LptQZjp5wgdYDQZPjOV9O;131139
0.618;0.955;-3.836;0.0798;0.00221;3.09e-06;0.486;0.79;150.034;5619Ojc6t9evEEs3B7Drhe;179947
0.474;0.948;-2.592;0.122;0.0223;0.0;0.43;0.611;146.46;78ML3F5Lz3KiNkpnFAaR3q;195373
0.912;0.628;-3.869;0.0802;0.212;0.0;0.0294;0.828;97.039;5GTNt44FIgCax5hjsrqNaB;209093
0.777;0.657;-6.434;0.237;0.000738;3.34e-06;0.0932;0.245;189.992;739vCwA3EpBSkk3uDsI2wB;226107
0.689;0.405;-12.525;0.171;0.733;4.8e-05;0.54;0.423;77.54;58IHCvoCPfMNS0WrK7JnSg;102792
0.918;0.419;-9.129;0.104;0.0146;4.67e-06;0.195;0.756;96.036;0YCl0i8CTDqtISiphhLIE8;151054
0.83;0.4;-11.032;0.0614;0.0224;7.39e-06;0.107;0.302;99.012;4ADzhwPWMQaTXNnEP8gXnQ;142068
0.834;0.408;-10.362;0.0612;0.0209;1.39e-06;0.107;0.302;99.005;2CnHbpkNAUIEZOXpCjyfjl;140034
0.822;0.654;-4.623;0.132;0.019;0.0;0.233;0.421;119.884;1uNePI826aqh9uC9pgbeHU;211013
0.917;0.657;-5.716;0.0921;0.318;3.62e-06;0.0754;0.818;131.03;1ghvzmzpx2nnrbx7wtpMgo;165733
0.807;0.783;-3.115;0.0964;0.351;0.0;0.14;0.592;127.996;7k51pIqTGEHHZOnpI11Qq2;195213
0.651;0.724;-5.457;0.166;0.172;0.0;0.13;0.686;144.146;1TMWcbxL5YF8rKsFHv5hAP;187040
0.879;0.498;-6.027;0.18;0.239;0.0;0.0967;0.405;106.044;4EivmOT13NMpNSfTKn9p4s;163173
0.603;0.741;-5.58;0.12;0.276;0.000227;0.104;0.403;168.006;1j6NZFHrpc09YmEZuSlmwf;241480
0.775;0.708;-6.073;0.166;0.00993;0.000537;0.128;0.548;90.005;2OAcH9SD8ehxuG0tWNe0cU;208480
0.749;0.463;-8.433;0.0842;0.21;0.0382;0.338;0.189;90.035;60ynsPSSKe6O3sfwRnIBRf;226987
0.559;0.63;-6.075;0.246;0.421;0.0;0.102;0.289;107.627;5xIDCYGTyLaDkiaaulVPcJ;160133
0.674;0.759;-5.379;0.0376;0.294;3.31e-05;0.116;0.509;129.926;1ZiJGdjNtvgngdT3wRKVqS;202373
0.615;0.658;-7.299;0.0343;0.096;0.000911;0.205;0.293;150.093;7v9VgPcjy7gPRsHZjKPUhU;227080
0.675;0.719;-3.978;0.0364;0.00359;9.41e-05;0.0934;0.431;159.943;0ueRl6KrFuB3Cro9zGlnFz;205680
0.635;0.86;-6.152;0.0325;0.479;0.0;0.209;0.585;78.046;6tvzkwQJPpG1i2ptd5kwhf;212308
0.672;0.536;-6.998;0.0442;0.149;5.21e-05;0.0884;0.25;79.992;65JG1470SKpuEkq0lmtpGP;201000
0.79;0.478;-10.472;0.352;0.0229;0.0525;0.444;0.373;139.963;3ZztZYaW17b9aCFzq2PgYE;178286
0.832;0.322;-9.545;0.458;0.223;2.44e-05;0.609;0.359;128.853;7G4JtFBBuMEjDKJLOB4xA7;126533
0.431;0.962;-7.216;0.182;0.0413;0.000211;0.124;0.75;179.683;70uQzsAyJ1vmloywhrO0ss;199341
